,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Grammar_Error_Count
1461,6,183,682,3,16,17,8,5,7,17,1
1462,19,267,1165,3.558052434,35,41,14,8,10,31,0
1463,10,116,410,2.836206897,9,11,4,2,6,10,0
1464,14,201,776,2.995024876,21,25,9,9,13,34,0
1465,9,128,598,3.8046875,21,20,7,3,1,20,0
1466,1,20,81,3.2,1,3,1,0,2,4,0
1467,21,251,1010,3.231075697,29,26,11,7,13,39,2
1468,5,62,310,4.096774194,7,6,8,1,4,11,1
1469,6,88,373,3.431818182,13,12,5,7,9,12,1
1470,2,181,770,3.436464088,20,22,5,10,6,19,0
1471,12,180,908,4.138888889,28,27,14,9,10,27,1
1472,5,138,562,3.304347826,19,8,4,4,8,22,1
1473,18,245,1040,3.375510204,41,27,10,7,20,44,0
1474,15,187,782,3.390374332,36,29,4,4,6,31,1
1475,13,174,763,3.534482759,27,24,8,6,7,27,0
1476,26,446,1883,3.376681614,61,53,30,13,29,59,1
1477,4,131,561,3.389312977,18,22,6,6,9,23,1
1478,1,42,187,3.5,5,9,1,0,3,11,1
1479,6,189,747,3.042328042,25,29,5,23,6,34,0
1480,4,126,626,3.984126984,25,15,6,3,16,18,0
1481,17,275,1095,3.265454545,35,40,4,8,8,24,1
1482,5,72,310,3.444444444,10,15,2,2,6,13,1
1483,10,234,1095,3.786324786,41,24,11,11,16,41,1
1484,4,238,938,3.294117647,27,31,5,2,20,23,1
1485,1,25,107,3.4,2,5,3,1,0,4,0
1486,19,337,1325,3.118694362,47,51,19,4,14,58,6
1487,7,266,1162,3.518796992,34,34,8,12,17,18,1
1488,22,238,1017,3.529411765,29,30,6,4,12,18,1
1489,12,161,723,3.596273292,21,25,8,4,11,25,2
1490,11,176,726,3.3125,21,25,7,7,16,23,0
1491,30,356,1373,3.165730337,40,28,15,12,16,40,0
1492,15,163,613,2.944785276,19,19,3,15,6,20,1
1493,3,119,510,3.361344538,20,14,5,6,13,23,0
1494,20,392,1595,3.293367347,37,38,14,14,23,28,4
1495,17,247,1123,3.680161943,31,40,15,5,20,34,3
1496,22,293,1124,3.037542662,49,43,7,10,10,49,9
1497,2,146,672,3.691780822,25,24,12,3,9,31,0
1498,5,140,329,2.014285714,6,9,3,1,1,6,1
1499,4,93,389,3.311827957,11,14,8,3,4,16,0
1500,7,131,503,3.022900763,13,18,9,4,8,23,3
1501,6,79,337,3.392405063,11,10,6,7,4,13,0
1502,2,67,320,3.910447761,12,14,4,4,3,6,0
1503,2,27,118,3.555555556,3,4,1,1,1,4,0
1504,10,194,765,3.12371134,28,23,7,3,13,32,1
1505,4,111,487,3.513513514,17,6,8,6,5,24,0
1506,18,300,1291,3.58,39,35,12,6,11,27,0
1507,2,34,133,3.058823529,3,6,1,2,0,4,0
1508,19,232,931,3.232758621,32,32,10,4,19,27,6
1509,28,368,1497,3.277173913,52,37,18,13,32,61,1
1510,4,156,680,3.435897436,16,22,12,6,7,25,4
1511,13,298,1320,3.543624161,41,48,10,16,13,39,0
1512,31,566,2429,3.487632509,73,82,27,25,25,54,2
1513,6,149,626,3.33557047,20,20,5,3,11,18,0
1514,12,184,765,3.342391304,22,24,13,4,10,23,1
1515,17,257,1056,3.280155642,32,40,9,4,16,42,1
1516,15,287,1195,3.334494774,38,37,8,16,23,36,3
1517,12,217,998,3.751152074,30,35,4,9,16,25,1
1518,4,97,406,3.309278351,15,17,5,2,3,12,0
1519,4,78,330,3.384615385,12,9,3,4,6,11,1
1520,1,56,243,3.375,4,8,5,4,5,6,0
1521,11,183,790,3.453551913,27,24,7,6,13,28,1
1522,17,330,1430,3.493939394,42,44,19,13,8,44,0
1523,10,216,892,3.189814815,31,24,9,8,12,43,3
1524,16,182,732,3.230769231,25,21,6,7,14,17,0
1525,9,131,522,3.091603053,21,15,3,6,5,26,0
1526,16,204,928,3.715686275,18,33,8,4,14,19,1
1527,11,122,514,3.37704918,12,19,10,3,9,18,0
1528,28,435,1820,3.473563218,55,43,7,7,20,30,1
1529,11,190,781,3.331578947,17,19,7,7,10,22,0
1530,7,163,675,3.239263804,25,25,4,2,11,36,0
1531,5,61,278,3.704918033,9,11,5,4,2,7,0
1532,20,381,1647,3.454068241,46,57,18,14,18,51,0
1533,13,209,906,3.464114833,24,18,15,6,23,29,1
1534,23,313,1461,3.408945687,44,45,19,9,10,53,1
1535,7,139,589,3.395683453,19,16,5,4,11,21,0
1536,7,87,369,3.356321839,14,12,4,2,6,17,1
1537,10,99,408,3.181818182,17,11,4,1,10,15,0
1538,4,107,473,3.514018692,17,12,6,6,2,18,0
1539,27,539,2138,3.289424861,64,62,20,9,11,41,0
1540,19,440,1849,3.3,72,50,24,21,25,91,1
1541,10,135,553,3.251851852,17,25,4,1,4,25,0
1542,10,212,895,3.344339623,29,33,7,14,15,31,0
1543,5,151,654,3.430463576,26,14,7,2,13,29,0
1544,5,154,623,3.181818182,21,19,6,11,8,32,1
1545,2,42,189,3.714285714,3,9,1,1,2,4,0
1546,4,131,601,3.679389313,25,15,2,10,17,23,0
1547,7,253,1157,3.616600791,34,41,18,14,17,41,5
1548,14,248,1000,3.213709677,32,29,16,1,13,48,1
1549,11,182,775,3.351648352,24,20,9,8,10,32,2
1550,5,102,417,3.254901961,13,18,1,1,6,16,0
1551,6,139,576,3.273381295,25,14,6,3,13,29,0
1552,10,135,526,3.155555556,17,12,4,3,9,19,0
1553,7,155,589,3.096774194,23,10,7,6,7,18,0
1554,6,111,473,3.36036036,19,14,1,6,7,20,0
1555,15,328,1353,3.237804878,58,47,10,16,11,54,3
1556,12,155,638,3.283870968,31,14,1,10,8,23,0
1557,2,123,519,3.235772358,21,17,5,11,7,18,1
1558,6,58,227,3.068965517,5,10,4,0,1,8,0
1559,13,188,774,3.287234043,28,18,4,6,8,36,0
1560,11,202,863,3.405940594,30,28,10,5,8,22,0
1561,14,181,778,3.453038674,26,24,6,6,25,26,0
1562,34,418,1671,3.172248804,70,54,12,14,33,70,0
1563,25,348,1531,3.560344828,51,39,17,9,21,54,1
1564,6,80,319,3.1,10,11,8,5,2,13,0
1565,9,239,1172,3.974895397,30,49,13,11,18,38,2
1566,13,193,866,3.632124352,25,32,7,8,16,26,0
1567,30,419,1591,3.090692124,45,41,18,6,30,41,0
1568,9,182,739,3.148351648,27,35,5,11,9,25,0
