,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Avg_Sentence_Length,Syllable_Count,Difficult_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Spelling_Mistakes_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,Semantic_Similarity,Total Score_Domain1,Total Score_Domain2
661,11,292,1426,3.931506849,26.54545455,329,34,35,51,14,9,21,28,3,10,0,6,0,0,1,1,0.44266066,3,4
662,33,692,3560,4.202312139,20.96969697,868,76,72,128,42,20,36,81,1,33,0,16,0,0,0,1,0.380265117,4,4
663,6,184,897,3.913043478,30.66666667,221,24,26,26,15,13,10,27,5,5,0,9,1,0,2,0,0.175561547,2,2
664,13,415,2127,4.118072289,31.92307692,512,46,50,88,28,18,15,29,14,13,0,20,0,0,2,4,0.563607752,3,3
665,10,156,794,4.16025641,15.6,182,19,17,34,7,5,8,19,3,8,0,4,1,0,2,0,0.339680135,2,2
666,19,359,1710,3.810584958,18.89473684,381,26,45,62,20,9,11,41,0,19,0,13,0,0,1,2,0.434482962,4,4
667,6,292,1451,4.051369863,48.66666667,361,33,41,39,24,22,7,50,2,5,0,14,0,0,1,2,0.487420976,3,3
668,20,454,2265,4.04185022,22.7,530,38,73,73,25,16,20,57,4,19,0,16,1,0,0,1,0.380260527,4,4
669,25,532,2694,4.135338346,21.28,638,39,77,90,32,20,25,61,3,24,0,29,0,0,0,1,0.517543018,4,4
670,21,548,2972,4.46350365,26.0952381,730,86,75,107,37,23,22,51,0,18,0,19,2,0,1,1,0.370615005,5,4
671,29,573,2570,3.60034904,19.75862069,611,40,91,75,21,23,29,95,19,28,0,29,1,0,0,1,0.327057779,4,4
672,18,418,2166,4.224880383,23.22222222,547,75,51,82,19,15,12,51,0,16,0,24,1,0,0,0,0.433825433,4,4
673,21,458,2364,4.192139738,21.80952381,550,44,54,91,29,10,20,27,6,21,0,14,0,0,0,3,0.457122743,4,3
674,39,796,3428,3.484924623,20.41025641,755,60,118,95,48,26,33,96,12,33,1,64,6,0,5,1,0.282423735,4,3
675,57,969,4603,3.790505676,17,1093,84,139,155,49,38,47,117,22,55,0,8,1,0,3,4,0.29672718,4,3
676,28,421,2095,4.016627078,15.03571429,518,54,55,82,20,17,15,58,8,24,0,7,3,0,0,3,0.311758816,4,4
677,14,302,1535,4.069536424,21.57142857,376,39,52,37,11,10,14,63,8,13,0,4,0,0,0,0,0.329692721,3,4
678,4,77,338,3.506493506,19.25,79,3,6,6,6,6,3,14,0,3,0,1,0,0,0,2,0.185208842,2,1
679,21,436,2287,4.316513761,20.76190476,575,72,58,93,35,14,14,28,2,21,0,19,0,0,0,0,0.409123957,4,4
680,48,693,3210,3.702741703,14.4375,733,55,91,113,40,39,38,94,20,40,0,15,8,0,1,0,0.242556423,5,4
681,10,168,798,3.767857143,16.8,181,15,20,22,13,4,4,29,4,9,0,4,0,0,0,2,0.292789221,3,3
682,12,386,1936,4.056994819,32.16666667,458,35,56,76,15,21,14,47,6,12,0,7,0,0,1,0,0.484229386,3,4
683,31,590,2982,4.16440678,19.03225806,723,79,82,111,34,26,17,62,9,17,0,31,13,0,0,1,0.336922586,4,4
684,40,643,3013,3.816485226,16.075,725,75,99,95,36,29,36,83,12,30,4,33,7,0,0,0,0.21684356,4,4
685,2,120,680,4.7,60,166,22,19,27,6,5,5,18,17,2,0,0,0,0,3,0,0.796510756,2,2
686,20,421,2179,4.213776722,21.05,530,69,54,78,39,13,9,41,5,20,0,14,0,0,1,0,0.367912173,4,4
687,13,336,1613,3.836309524,25.84615385,359,33,52,57,19,10,13,27,4,13,0,19,1,0,0,2,0.43002072,3,3
688,12,370,1867,4.083783784,30.83333333,445,42,55,56,22,17,13,49,5,10,0,12,2,0,1,0,0.362745583,3,4
689,16,357,1649,3.759103641,22.3125,367,31,56,43,11,8,21,49,13,14,0,10,2,0,0,0,0.481010556,2,2
690,28,527,2476,3.80455408,18.82142857,585,57,78,70,21,16,22,71,6,27,0,20,0,0,4,0,0.300806254,4,4
691,9,297,1426,3.952861953,33,330,41,43,48,16,9,7,32,8,9,0,10,0,0,1,0,0.318073899,4,4
692,3,64,306,3.3125,21.33333333,67,4,12,17,2,0,1,8,2,2,0,0,0,0,1,1,0.282535672,1,1
693,20,485,2333,3.886597938,24.25,562,39,66,54,23,21,37,90,9,20,0,21,0,0,0,4,0.31198135,3,3
694,18,390,1893,3.9,21.66666667,436,40,59,60,20,11,22,55,9,12,1,16,4,0,0,1,0.293447018,3,3
695,2,252,1161,3.650793651,126,292,20,32,41,16,9,26,33,9,2,0,4,0,0,0,2,0.339928925,3,2
696,24,451,2280,4.106430155,18.79166667,557,57,59,72,29,13,29,44,7,22,0,16,2,0,0,3,0.361099422,4,4
697,21,424,2073,3.969339623,20.19047619,476,41,66,81,20,12,23,43,15,21,0,19,0,0,0,0,0.525241673,3,3
698,28,602,3101,4.22923588,21.5,743,86,78,131,40,12,22,48,4,28,0,19,0,0,0,5,0.430355906,4,4
699,27,563,2761,3.992895204,20.85185185,649,53,76,89,33,17,27,86,19,23,0,21,3,0,0,2,0.448863715,4,4
700,11,342,1645,3.792397661,31.09090909,387,31,65,30,11,10,20,72,1,9,0,18,2,0,0,0,0.426031172,4,3
701,20,435,2037,3.705747126,21.75,486,36,76,55,13,13,25,80,21,19,0,0,1,0,1,1,0.340887338,3,3
702,15,283,1409,4.045936396,18.86666667,343,27,46,47,8,14,10,33,10,15,0,7,0,0,0,2,0.411602765,3,3
703,23,389,1905,3.915167095,16.91304348,442,34,61,73,17,15,28,67,16,22,0,0,0,0,3,3,0.29193902,3,2
704,24,444,2279,4.195945946,18.5,586,82,47,96,27,20,20,35,6,24,0,12,0,0,0,2,0.319134504,4,4
705,31,518,2561,4,16.70967742,579,34,79,94,22,18,15,85,10,30,0,6,1,0,1,1,0.341405332,4,4
706,12,233,1124,3.849785408,19.41666667,266,24,34,41,13,8,18,33,2,8,0,1,3,0,0,2,0.235227287,3,3
707,13,194,934,3.850515464,14.92307692,218,18,27,45,3,11,5,18,1,13,0,1,0,0,0,0,0.358560801,2,3
708,19,326,1486,3.59202454,17.15789474,364,28,42,50,18,14,16,46,9,17,0,6,1,0,0,0,0.286325127,3,3
709,35,630,2871,3.733333333,18,653,49,102,83,32,19,26,83,19,30,2,47,3,0,1,0,0.337379545,4,4
710,27,455,2182,3.872527473,16.85185185,496,43,63,87,18,9,23,52,4,22,1,10,3,0,1,0,0.381444871,4,3
711,26,566,2704,3.840989399,21.76923077,655,57,91,94,40,35,28,66,16,25,0,25,0,0,2,7,0.350382507,4,4
712,5,342,1669,3.912280702,68.4,408,33,51,52,21,11,14,66,8,5,0,4,0,0,0,5,0.409221113,3,2
713,25,424,2343,4.530660377,16.96,577,89,53,97,30,13,16,36,5,22,2,11,1,0,0,0,0.375672013,4,4
714,22,418,2246,4.418660287,19,541,48,59,67,49,17,32,36,10,20,0,11,1,0,0,0,0.428913832,4,4
715,14,430,2102,3.948837209,30.71428571,507,49,57,54,23,23,24,57,14,13,0,5,0,0,2,0,0.445973545,3,3
716,29,445,2242,4.105617978,15.34482759,510,41,55,94,28,13,8,43,5,28,0,8,0,0,3,5,0.315104038,3,3
717,9,308,1620,4.178571429,34.22222222,377,36,41,64,19,15,18,34,10,8,0,6,0,0,0,2,0.41288349,3,2
718,20,431,2031,3.823665893,21.55,478,53,49,60,29,15,18,58,2,20,0,23,0,0,1,0,0.259460986,4,4
719,33,865,4305,3.979190751,26.21212121,1022,85,118,136,51,30,50,119,21,33,0,22,0,0,0,3,0.334304601,4,3
720,33,539,2686,4.029684601,16.33333333,654,71,73,102,31,13,23,74,6,30,1,6,2,0,0,0,0.335150659,4,4
721,5,127,592,3.779527559,25.4,142,18,22,28,1,9,0,13,8,4,0,14,0,0,1,2,0.482593536,2,2
722,25,472,2297,3.944915254,18.88,560,76,58,87,30,12,18,56,5,22,0,29,3,0,0,0,0.299307615,4,4
723,18,381,1912,4.078740157,21.16666667,476,47,45,71,24,20,23,40,7,17,0,12,0,0,1,0,0.334332705,3,4
724,12,289,1511,4.193771626,24.08333333,370,35,47,45,13,5,16,51,4,12,0,0,0,0,0,1,0.366679788,3,3
725,16,324,1581,3.916666667,20.25,361,22,48,59,9,17,10,50,5,15,0,7,0,0,1,1,0.277197272,3,3
726,20,275,1439,4.341818182,13.75,362,52,38,53,24,13,10,15,3,18,0,12,2,0,0,0,0.240777746,4,4
727,7,256,1192,3.66015625,36.57142857,281,19,49,36,10,11,13,51,11,6,0,1,0,0,5,2,0.339432865,2,2
728,14,319,1489,3.714733542,22.78571429,349,40,39,53,21,8,15,39,7,13,1,15,0,0,0,0,0.377339184,3,4
729,26,535,2681,3.861682243,20.57692308,603,74,60,96,32,19,33,43,2,25,0,33,0,0,0,2,0.32319054,5,4
730,27,496,2458,4.052419355,18.37037037,591,66,76,100,30,19,17,44,12,25,0,24,2,0,1,0,0.294505328,4,3
731,17,406,2043,4.039408867,23.88235294,488,46,67,78,23,23,16,48,16,14,0,2,1,0,1,1,0.374035358,3,3
732,12,275,1326,3.603636364,22.91666667,281,19,28,47,16,14,11,25,4,11,0,1,1,0,0,1,0.380366921,2,2
733,15,333,1599,3.891891892,22.2,375,38,45,64,23,13,7,30,3,14,0,24,0,0,0,3,0.328689069,3,3
734,15,321,1622,4.087227414,21.4,387,43,48,56,15,8,8,47,7,14,0,6,0,0,0,0,0.337265104,3,3
735,37,554,2727,3.974729242,14.97297297,659,60,74,100,33,22,35,42,3,34,0,26,3,0,3,2,0.324980944,4,4
736,6,123,618,4.154471545,20.5,147,17,16,26,8,4,4,11,6,6,0,7,0,0,0,0,0.468805969,2,3
737,5,337,1579,3.727002967,67.4,378,30,48,62,20,18,9,35,5,5,0,27,0,0,2,1,0.51513958,4,3
738,43,469,2064,3.63326226,10.90697674,438,34,63,70,26,8,18,38,8,33,3,10,7,0,0,1,0.281446725,3,3
739,19,343,1616,3.690962099,18.05263158,367,24,57,46,22,11,15,55,5,15,0,8,3,0,0,2,0.213936284,3,3
740,13,315,1599,4.057142857,24.23076923,370,29,49,61,15,17,15,35,15,13,0,1,0,0,6,0,0.40438962,3,3
741,37,848,3968,3.777122642,22.91891892,858,65,123,118,37,35,51,131,22,37,0,22,0,0,2,1,0.315425128,4,3
742,22,456,2228,3.894736842,20.72727273,537,32,61,67,33,18,23,56,7,22,0,1,0,0,0,1,0.432253748,3,4
743,18,476,2416,4.149159664,26.44444444,603,50,52,85,20,15,24,39,1,17,0,18,0,0,0,2,0.365471959,4,4
744,27,640,3155,4.0234375,23.7037037,763,85,73,110,61,30,43,72,4,23,0,35,4,1,0,0,0.274237901,5,4
745,28,694,3555,4.221902017,24.78571429,924,112,73,133,66,26,44,38,8,26,1,45,0,0,0,0,0.372514188,5,4
746,17,332,1470,3.578313253,19.52941176,310,23,37,40,10,19,13,61,8,13,8,15,2,0,2,2,0.261645973,2,2
747,13,300,1411,3.746666667,23.07692308,329,30,43,44,7,15,10,49,4,13,0,0,0,0,1,1,0.316049427,3,3
748,16,319,1598,4.07523511,19.9375,357,38,47,57,13,14,12,36,1,16,0,14,0,0,0,1,0.434639364,4,4
749,20,321,1458,3.626168224,16.05,349,30,41,41,24,9,12,53,7,17,1,7,1,0,1,2,0.282011479,3,3
750,21,433,2221,4.166281755,20.61904762,561,76,48,65,37,16,28,56,1,20,1,9,0,0,0,0,0.269377291,4,4
751,16,333,1566,3.762762763,20.8125,392,28,47,38,24,10,16,68,11,16,0,10,0,0,0,1,0.230115578,3,3
752,18,343,1670,3.897959184,19.05555556,388,34,58,52,16,16,26,42,7,17,0,3,1,0,0,2,0.355127454,3,3
753,8,203,991,3.901477833,25.375,225,17,19,37,16,8,6,18,5,6,0,1,2,0,1,2,0.26296407,3,3
754,8,363,1822,4.082644628,45.375,437,32,41,83,17,13,9,32,6,8,0,18,0,0,3,1,0.563323855,3,3
755,15,328,1666,4.149390244,21.86666667,389,45,35,71,16,9,15,32,5,14,0,20,0,0,0,0,0.314895481,3,3
756,6,165,768,3.733333333,27.5,168,8,25,24,5,13,7,26,6,5,0,5,0,0,3,0,0.223532394,2,2
757,23,357,1789,4.058823529,15.52173913,423,36,51,74,20,17,8,33,8,22,0,9,0,0,1,3,0.409578204,3,3
758,21,612,3026,4.008169935,29.14285714,679,67,87,101,37,20,36,75,14,17,1,35,2,0,1,4,0.321707785,4,3
759,29,500,2466,3.824,17.24137931,565,27,69,86,27,12,20,53,20,24,0,3,5,0,1,4,0.504163325,4,4
760,15,354,1690,3.793785311,23.6,389,34,50,66,11,7,17,40,14,9,1,8,5,0,2,2,0.348559707,3,3
761,11,242,1258,4.194214876,22,305,26,45,38,11,8,11,39,7,10,0,3,0,0,0,1,0.413080513,2,3
762,25,650,3171,3.947692308,26,768,66,81,113,37,27,37,65,8,24,0,18,0,0,2,2,0.456425339,4,4
763,4,88,445,4.045454545,22,98,11,13,17,5,0,3,10,2,3,0,0,0,0,0,1,0.437463611,2,2
764,23,549,2737,4.047358834,23.86956522,671,68,80,100,26,21,17,41,11,22,0,37,1,0,1,0,0.517988622,4,4
765,24,341,1667,3.935483871,14.20833333,412,39,58,62,8,9,12,44,8,23,0,6,1,0,1,0,0.425226748,3,3
766,15,314,1540,3.923566879,20.93333333,362,22,57,45,10,15,16,56,3,12,1,7,2,0,1,1,0.331141919,3,3
767,3,238,1131,3.857142857,79.33333333,268,18,44,26,10,3,20,38,12,0,2,2,0,0,4,4,0.263325751,2,2
768,29,625,3067,3.96,21.55172414,721,73,80,99,46,16,37,74,9,28,0,7,1,0,1,2,0.374988854,4,4
769,16,320,1517,3.840625,20,367,35,37,73,14,15,9,25,6,16,0,20,0,0,0,0,0.330070376,4,4
770,23,368,1962,4.355978261,16,452,45,59,81,21,12,11,43,15,18,3,6,1,0,1,1,0.416182697,4,4
771,19,355,1850,4.25915493,18.68421053,442,36,55,66,20,8,10,54,10,19,0,7,0,0,0,4,0.387492239,3,3
772,20,417,2250,4.462829736,20.85,599,80,47,88,34,15,14,31,4,17,0,25,2,0,1,1,0.397097051,4,4
773,34,760,3895,4.213157895,22.35294118,944,112,98,130,40,31,36,72,3,34,0,35,0,0,0,2,0.41586858,4,4
774,18,341,1632,3.859237537,18.94444444,381,33,56,51,12,7,16,51,7,18,0,7,0,0,2,0,0.32703054,4,3
775,20,382,1939,4.091623037,19.1,474,33,35,74,29,11,5,31,5,19,0,12,0,0,0,1,0.495219737,3,3
776,8,287,1478,4.167247387,35.875,355,37,41,41,25,15,17,43,3,8,0,3,0,0,1,0,0.282246023,3,3
777,38,606,2899,3.884488449,15.94736842,672,67,74,98,36,16,24,65,3,30,0,24,7,0,1,3,0.260864884,4,4
778,41,612,2809,3.674836601,14.92682927,664,51,83,91,35,33,39,87,4,34,0,28,6,0,0,1,0.273103833,4,4
779,7,460,2217,3.834782609,65.71428571,527,36,72,65,18,19,24,77,18,6,0,7,0,0,2,2,0.422656506,3,3
780,16,275,1356,3.941818182,17.1875,313,34,47,36,7,9,8,45,0,13,0,7,3,0,0,1,0.330246776,3,3
781,8,228,1159,4.114035088,28.5,285,35,36,34,19,8,10,27,1,6,1,10,0,0,0,1,0.493365616,2,3
782,16,373,1678,3.576407507,23.3125,415,30,62,39,20,17,20,73,25,16,0,4,0,0,1,1,0.340604007,4,3
783,45,969,4635,3.858617131,21.53333333,1072,97,152,164,55,38,27,136,13,40,0,38,4,0,2,3,0.307171792,4,3
784,2,145,806,4.579310345,72.5,197,21,24,30,11,8,4,14,8,1,0,2,0,0,0,1,0.679249048,2,2
785,25,588,2808,3.887755102,23.52,673,55,90,88,49,29,29,77,15,24,0,33,0,0,0,2,0.445257574,4,3
786,25,432,2052,3.777777778,17.28,498,44,64,71,23,14,12,60,4,24,0,1,0,0,2,1,0.300776184,3,2
787,23,431,2164,4.076566125,18.73913043,535,52,57,88,38,15,14,57,10,22,0,11,0,0,0,0,0.451554954,4,4
788,15,209,1074,4.210526316,13.93333333,255,37,20,51,18,7,11,8,4,14,0,9,0,0,1,0,0.294583112,3,4
789,23,439,2268,4.20501139,19.08695652,546,61,44,84,30,26,19,40,3,16,2,19,5,0,0,1,0.335823059,4,4
790,44,917,4301,3.810250818,20.84090909,1053,103,128,136,34,35,44,121,26,43,0,41,0,0,0,8,0.359852821,4,4
791,15,320,1511,3.78125,21.33333333,364,31,39,62,16,11,12,47,15,14,0,8,0,0,1,1,0.271192849,3,4
792,16,421,2269,4.475059382,26.3125,571,68,41,83,27,15,16,39,3,15,0,20,0,0,0,1,0.52739495,4,4
793,25,434,2104,3.949308756,17.36,495,41,53,81,20,14,22,41,16,24,0,16,0,0,1,3,0.343275577,4,4
794,14,319,1470,3.68338558,22.78571429,321,29,56,43,13,9,15,60,19,13,0,5,0,0,2,2,0.317029357,3,2
795,22,397,1915,3.874055416,18.04545455,453,29,67,58,20,16,7,64,14,20,0,1,1,0,1,1,0.275656372,3,3
796,19,374,1845,3.997326203,19.68421053,437,32,44,82,19,11,2,29,12,18,0,19,0,0,1,1,0.360147834,3,3
797,23,507,2348,3.735700197,22.04347826,586,61,71,72,22,16,23,83,13,22,0,33,1,0,0,0,0.30282858,4,4
798,22,500,2397,3.876,22.72727273,573,49,76,71,26,26,32,78,4,22,0,19,0,0,0,1,0.271716774,4,3
799,22,422,2150,4.156398104,19.18181818,523,42,56,66,31,14,31,67,12,21,0,7,0,0,2,1,0.33381775,4,3
800,30,432,2098,3.854166667,14.4,495,45,63,78,28,9,24,56,15,30,0,1,0,0,0,0,0.30257535,3,3
801,9,161,720,3.48447205,17.88888889,170,15,24,20,9,8,8,24,1,8,0,0,0,0,1,1,0.23414737,2,2
802,23,602,3135,4.064784053,26.17391304,720,62,66,113,46,22,22,54,10,22,0,10,0,0,2,4,0.421817958,4,4
803,21,432,2170,4.069444444,20.57142857,526,51,54,74,33,18,13,55,7,20,0,8,1,0,0,2,0.324685723,4,3
804,21,398,1803,3.633165829,18.95238095,406,32,54,63,25,11,15,46,4,21,0,11,0,0,0,1,0.371195138,3,4
805,22,505,2421,3.863366337,22.95454545,547,51,60,80,27,18,27,62,11,15,0,9,6,0,0,2,0.26828593,4,3
806,33,784,3838,3.987244898,23.75757576,929,106,89,144,45,23,28,67,9,31,0,26,1,0,1,1,0.415718675,5,4
807,8,144,630,3.513888889,18,119,8,9,28,2,5,3,9,5,8,0,17,0,0,4,1,0.368223161,2,2
808,17,312,1497,3.855769231,18.35294118,345,37,49,50,19,11,11,40,16,13,5,4,1,0,0,0,0.202813536,4,4
809,12,320,1565,3.915625,26.66666667,372,31,48,48,13,18,18,48,10,12,0,0,0,0,1,0,0.409811765,3,3
810,20,432,2273,4.296296296,21.6,539,40,71,51,32,8,14,59,1,19,0,14,0,0,0,0,0.617456615,4,4
811,17,285,1436,4.101754386,16.76470588,338,33,53,46,12,10,12,43,12,15,0,6,1,0,0,3,0.279327899,3,4
812,7,267,1323,3.97752809,38.14285714,335,37,40,38,18,8,14,40,4,7,0,7,0,0,1,0,0.50018996,3,3
813,16,474,2377,4.006329114,29.625,551,38,82,69,18,30,23,79,8,16,0,3,0,0,0,1,0.323298544,4,4
814,16,283,1476,4.236749117,17.6875,352,38,41,44,18,10,17,47,4,16,0,8,0,0,0,1,0.299115777,3,3
815,28,681,3643,4.427312775,24.32142857,901,107,76,140,53,26,20,54,7,26,1,30,0,0,0,0,0.365615845,5,4
816,23,477,2372,4.035639413,20.73913043,576,47,61,84,49,22,19,55,2,21,0,23,2,0,0,0,0.317398548,3,4
817,32,526,2532,3.80418251,16.4375,585,55,89,82,22,24,19,68,4,31,0,10,0,0,0,1,0.320043474,4,4
818,25,441,2236,4.088435374,17.64,511,52,56,78,24,13,28,45,3,24,0,14,1,0,0,0,0.434889823,4,4
819,24,419,2104,4.097852029,17.45833333,514,55,55,71,23,19,23,56,1,24,0,14,0,0,0,0,0.334844619,3,4
820,45,738,3453,3.781842818,16.4,810,72,105,127,39,28,20,94,15,19,25,31,1,0,2,1,0.271451294,4,4
821,7,236,1222,4.199152542,33.71428571,285,28,37,50,7,14,9,23,5,7,0,0,0,0,1,1,0.489718676,3,3
822,20,455,2005,3.459340659,22.75,476,25,62,68,23,24,20,72,11,19,0,18,0,0,0,0,0.203464821,3,3
823,1,106,561,4.443396226,106,138,14,11,31,9,4,2,8,3,1,0,6,0,0,1,1,0,2,2
824,25,488,2596,4.354508197,19.52,642,63,64,96,41,12,13,53,0,24,0,6,1,0,0,1,0.338868648,4,4
825,13,194,973,4.025773196,14.92307692,237,22,22,35,19,8,8,22,3,12,0,4,1,0,0,0,0.23753874,3,4
826,22,415,1969,3.855421687,18.86363636,475,60,64,58,26,23,22,65,11,21,0,27,0,0,2,0,0.231841266,4,4
827,4,134,662,4.134328358,33.5,158,20,18,21,9,3,2,14,7,3,2,11,1,0,2,0,0.190438941,3,3
828,14,414,2174,4.321256039,29.57142857,550,68,56,88,34,31,9,36,2,14,0,19,0,0,0,1,0.427461118,3,4
829,13,305,1556,4.193442623,23.46153846,406,49,37,49,21,13,11,26,2,12,0,27,0,0,0,0,0.349853903,4,4
830,12,240,1230,4.183333333,20,303,38,32,39,18,3,7,30,2,11,0,7,1,0,0,0,0.327056527,3,3
831,36,624,3224,4.274038462,17.33333333,734,101,83,102,40,30,23,55,3,32,0,29,3,0,0,0,0.367500395,5,4
832,17,314,1635,3.872611465,18.47058824,352,24,44,70,17,11,10,39,15,16,0,15,0,0,0,1,0.327987611,3,3
833,16,342,1694,4.014619883,21.375,421,26,50,51,16,14,18,39,7,16,0,19,0,0,0,2,0.30864051,3,3
834,14,342,1670,3.912280702,24.42857143,401,37,57,38,13,21,31,65,5,12,0,7,2,0,1,1,0.234491289,3,3
835,10,315,1585,4.003174603,31.5,393,40,44,58,21,18,12,48,4,8,0,7,2,0,0,1,0.519919157,2,3
836,11,423,1965,3.619385343,38.45454545,458,24,76,65,13,18,15,70,13,11,0,0,0,0,1,4,0.374535263,3,2
837,27,396,1928,3.936868687,14.66666667,447,52,53,65,30,17,15,48,8,26,0,16,1,0,0,1,0.2702865,4,4
838,19,328,1642,4.042682927,17.26315789,392,29,46,62,17,7,11,36,6,17,0,10,1,0,0,1,0.31448099,3,3
839,14,170,857,3.564705882,12.14285714,176,11,36,21,4,2,6,36,3,13,0,4,0,0,1,0,0.164009482,3,2
840,17,286,1552,4.391608392,16.82352941,404,51,45,53,18,7,14,32,4,15,0,2,0,0,1,0,0.357631773,4,4
841,43,896,4222,3.7421875,20.8372093,978,56,150,122,34,32,64,134,9,43,0,1,0,0,0,6,0.330445051,4,3
842,24,390,1917,4.005128205,16.25,475,40,55,51,30,9,16,58,7,19,0,18,5,0,0,3,0.416830897,3,3
843,14,346,1740,4.083815029,24.71428571,431,55,45,62,27,8,14,35,8,14,0,6,0,0,0,2,0.447133005,3,4
844,13,313,1723,4.562300319,24.07692308,425,57,39,68,23,13,12,21,7,12,0,11,0,0,0,0,0.358614206,3,4
845,9,216,1003,3.777777778,24,250,24,36,22,7,8,11,42,5,9,0,17,0,0,0,0,0.369545698,3,3
846,31,606,2824,3.750825083,19.5483871,653,64,77,83,34,21,25,73,6,21,0,33,9,0,0,0,0.292554319,4,4
847,15,342,1759,4.210526316,22.8,441,67,52,61,21,15,13,46,5,12,0,11,2,0,0,0,0.262243092,4,4
848,33,673,3097,3.73551263,20.39393939,735,62,110,89,33,33,18,88,19,25,0,52,7,0,3,2,0.281344771,4,3
849,21,522,2577,3.998084291,24.85714286,640,41,73,104,18,8,21,51,10,21,0,21,0,0,0,2,0.598221421,4,3
850,20,304,1383,3.651315789,15.2,329,28,39,44,12,13,15,42,8,17,0,13,2,0,1,2,0.251876265,3,3
851,19,395,2039,4.232911392,20.78947368,507,63,48,83,27,13,12,25,3,19,0,18,0,0,0,1,0.385110199,3,3
852,15,405,1938,3.841975309,27,463,52,63,65,29,21,13,54,13,12,0,13,3,0,0,3,0.342138708,4,3
853,18,263,1318,4.106463878,14.61111111,326,42,28,47,21,3,12,28,6,12,1,23,4,0,1,1,0.198542237,3,3
854,24,501,2312,3.684630739,20.875,542,41,73,93,11,13,19,61,5,22,0,16,1,0,2,0,0.390227646,4,4
855,38,563,2726,3.946714032,14.81578947,608,51,68,96,19,8,15,66,6,38,0,4,0,0,0,4,0.299669564,4,3
856,17,417,1958,3.705035971,24.52941176,454,30,80,53,24,15,19,84,11,17,0,1,0,0,0,2,0.325857997,3,2
857,15,360,1808,4.061111111,24,445,45,52,60,17,17,17,49,10,15,0,11,0,0,1,2,0.350234568,4,3
858,27,607,3022,4.039538715,22.48148148,682,70,73,109,37,14,21,54,2,24,0,18,3,0,0,1,0.353500515,4,4
859,10,219,1142,4.283105023,21.9,286,45,31,41,18,2,12,15,1,10,0,10,0,0,0,0,0.360917866,3,4
860,9,239,1182,3.979079498,26.55555556,280,35,29,45,17,15,8,26,4,8,0,8,0,0,1,1,0.441334546,3,3
861,20,372,1685,3.602150538,18.6,399,35,55,48,16,17,16,71,10,17,0,13,2,0,0,0,0.240689322,3,3
862,49,827,3992,3.918984281,16.87755102,958,94,110,122,45,24,41,120,3,47,0,24,2,2,0,3,0.304075718,4,4
863,13,213,1025,3.798122066,16.38461538,229,20,23,43,11,3,9,25,7,12,0,3,0,0,1,0,0.235845029,3,2
864,33,449,2157,3.857461024,13.60606061,489,46,76,62,19,16,31,71,24,31,0,1,1,0,0,1,0.22215642,3,3
865,22,483,2315,3.824016563,21.95454545,553,45,58,97,28,21,30,56,9,21,0,9,1,0,1,5,0.350163609,3,3
866,21,490,2415,3.971428571,23.33333333,569,67,65,85,34,14,27,48,7,19,0,17,1,0,1,0,0.359688699,4,4
867,6,96,431,3.583333333,16,101,8,16,11,3,3,7,16,7,5,0,2,1,0,0,0,0.160543919,2,2
868,24,546,2502,3.736263736,22.75,550,54,81,60,32,21,31,66,14,19,0,40,5,0,1,1,0.374803871,4,4
869,41,785,3712,3.817834395,19.14634146,838,70,120,133,38,36,35,95,10,40,0,15,0,0,1,1,0.318523586,4,4
870,16,422,2053,3.940758294,26.375,507,57,59,82,17,13,16,61,15,14,0,16,2,0,2,1,0.39921999,4,4
871,25,526,2620,4.05513308,21.04,652,69,73,91,32,18,31,73,14,22,0,20,3,0,0,2,0.294316471,4,4
872,16,279,1282,3.609318996,17.4375,305,23,38,45,15,3,13,48,2,15,0,1,0,0,2,1,0.327953607,3,2
873,15,442,2196,4.022624434,29.46666667,526,47,56,78,19,20,27,49,4,15,0,19,0,0,0,1,0.450043827,3,4
874,17,399,1936,3.904761905,23.47058824,466,33,40,81,29,14,16,49,12,17,0,13,0,0,0,1,0.428183407,3,3
875,25,319,1420,3.586206897,12.76,338,25,53,36,20,9,15,53,14,21,0,17,4,0,0,0,0.240411237,4,4
876,13,363,1800,4.011019284,27.92307692,398,32,47,69,12,10,15,36,0,12,0,19,0,0,0,7,0.423771709,3,4
877,3,292,1516,4.232876712,97.33333333,364,24,53,50,16,15,8,53,8,3,0,8,0,0,0,0,0.890482306,3,3
878,12,374,1890,4.072192513,31.16666667,457,41,66,56,12,24,20,63,12,12,0,5,0,0,0,5,0.418096364,4,4
879,17,566,2816,3.98409894,33.29411765,650,59,73,91,30,20,23,73,4,16,0,2,0,0,5,1,0.415887505,3,3
880,15,371,1921,4.23180593,24.73333333,479,44,42,69,28,7,15,44,5,13,0,14,0,0,1,2,0.318686575,3,3
881,4,549,2804,4.154826958,137.25,664,56,83,101,20,17,30,75,15,4,0,2,0,0,1,6,0.377818108,3,3
882,19,483,2267,3.720496894,25.42105263,519,45,70,77,16,19,36,69,11,18,0,20,1,1,3,2,0.35463804,3,3
