,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,,Punctuation_Errors,,Grammar_Error_List,Number_of_Connectors,Connectivity_Index
1330,10,230,1109,3.973913043,26,48,10,11,7,26,10,0,10,0,0,1,3,,0,,"['NEWS_COMPOUNDS', 'I_MA', 'THIS_NNS']",29,10.19734094
1331,46,692,3301,3.907514451,99,127,27,26,17,106,44,0,19,2,0,0,2,,1,,"['PRP_REPITION', 'HE_VERB_AGR']",65,21.10468377
1332,14,192,896,3.776041667,21,37,10,4,7,30,14,0,2,0,0,0,3,,1,,"['DT_PRP', 'NON3PRS_VERB', 'PRP_REPITION']",16,10.76348082
1333,28,608,3128,4.259868421,81,116,51,18,30,62,28,0,18,0,0,0,0,,1,,[],64,31.47841541
1334,10,398,1835,3.778894472,60,54,14,13,12,60,8,0,14,1,0,5,2,,4,,"['GOOGLE_PRODUCTS', 'AND_END']",46,22.61460966
1335,24,361,1883,4.304709141,49,71,29,16,25,37,24,0,4,0,0,1,2,,4,,"['HE_VERB_AGR', 'MICROSOFT_PRODUCTS']",52,19.62091272
1336,33,619,3087,4.134087237,79,117,27,19,22,60,32,0,35,1,0,0,1,,1,,['DT_PRP'],88,25.13685159
1337,14,347,1700,3.991354467,47,72,20,17,32,37,12,2,8,0,0,0,2,,5,,"['BEEN_PART_AGREEMENT', 'THE_SUPERLATIVE']",45,34.86780315
1338,24,371,1904,4.277628032,57,91,27,10,15,35,24,0,11,0,0,1,2,,0,,"['PEOPLE_VBZ', 'BEEN_PART_AGREEMENT']",31,9.137566555
1339,25,409,1969,3.943765281,51,82,24,17,38,41,23,2,19,0,0,0,4,,2,,"['MD_BASEFORM', 'ITS_TO_IT_S', 'PHRASE_REPETITION', 'HOME_COMPOUNDS']",46,23.15493125
1340,26,437,2275,4.302059497,53,88,34,16,20,44,24,2,12,0,0,0,2,,0,,"['BE_VBP_IN', 'MANY_NN']",53,30.32842185
1341,10,304,1536,4.131578947,44,58,17,15,17,51,9,0,9,1,0,1,0,,4,,[],36,25.6779853
1342,12,260,1268,4.026923077,33,49,13,10,11,23,12,0,8,0,0,0,4,,2,,"['MISSING_TO_BEFORE_A_VERB', 'TO_NON_BASE', 'PRP_MD_NN', 'THE_SENT_END']",33,20.10563389
1343,17,221,1072,3.968325792,27,47,10,12,9,18,17,0,2,0,0,1,4,,2,,"['TO_DO_HYPHEN', 'CC_NNP_VBP', 'CC_NNP_VBP', 'HE_VERB_AGR']",32,8.754623799
1344,27,526,2680,4.201520913,66,104,36,15,29,42,27,0,11,0,0,2,2,,2,,"['PRP_REPITION', 'IF_VB']",73,26.44984178
1345,26,539,2757,4.194805195,76,104,40,18,29,61,26,0,8,0,0,0,2,,3,,"['BELIVE_BELIEVE', 'BELIVE_BELIEVE']",55,46.81326097
1346,37,431,1993,3.781902552,57,70,25,13,11,53,33,0,13,4,0,4,2,,2,,"['PRP_JJ', 'I_NOT_JJ']",41,14.67113905
1347,19,383,2052,4.493472585,51,84,28,8,20,20,18,0,17,1,0,0,1,,0,,['PRP_VB'],41,23.76986612
1348,24,475,2305,4,56,93,18,13,24,41,23,1,16,0,0,7,6,,6,,"['MANY_NN', 'NODT_DOZEN', 'MANY_NN', 'THE_SUPERLATIVE', 'THE_SENT_END', 'NODT_DOZEN']",49,24.62441546
1349,15,289,1498,4.283737024,40,65,17,9,9,35,14,1,11,0,0,0,0,,3,,[],26,16.77108471
1350,18,422,2078,4.028436019,57,72,17,16,23,54,16,0,10,2,0,0,3,,3,,"['TAKE_SOMETIME', 'BELIVE_BELIEVE', 'BEEN_PART_AGREEMENT']",49,22.4422904
1351,25,311,1509,3.967845659,37,59,24,13,8,37,25,0,6,0,0,2,2,,0,,"['HAND_COMPOUNDS', 'CYBER_COMPOUNDS']",32,12.74969115
1352,34,458,2204,3.965065502,60,94,19,5,21,43,34,0,13,0,0,0,1,,1,,['THE_SENT_END'],52,9.544596327
1353,31,580,2738,3.906896552,64,117,31,23,24,58,14,17,49,1,0,2,0,,1,,[],59,19.5821231
1354,32,557,2645,3.944344704,62,99,32,12,20,44,27,0,37,5,0,0,4,,0,,"['PRONOUN_NOUN', 'PLURAL_VERB_AFTER_THIS', 'PRONOUN_NOUN', 'OVER_COMPOUNDS']",59,26.79927848
1355,24,416,2190,4.389423077,59,97,27,12,20,34,24,0,22,0,0,0,5,,0,,"['MD_BASEFORM', 'PRP_JJ', 'HE_VERB_AGR', 'AGREEMENT_SENT_START', 'HE_VERB_AGR']",46,19.23408423
1356,32,545,2693,4.117431193,61,108,31,21,23,50,30,2,36,0,0,3,1,,0,,['TWITTER'],57,18.77087969
1357,28,483,2457,4.236024845,61,96,23,13,20,45,27,0,13,1,0,2,3,,1,,"['STEP_COMPOUNDS', 'STEP_COMPOUNDS', 'CYBER_COMPOUNDS']",53,18.85849659
1358,35,471,2248,3.95329087,66,80,25,18,28,51,29,3,22,3,0,0,2,,1,,"['TWITTER', 'AGREEMENT_SENT_START']",38,13.38583401
1359,21,483,2501,4.269151139,82,105,46,20,21,47,21,0,13,0,0,0,2,,0,,"['HE_VERB_AGR', 'NON3PRS_VERB']",72,22.40420172
1360,19,321,1554,3.931464174,53,60,19,13,22,39,19,0,7,0,0,0,0,,0,,[],50,17.43435554
1361,18,392,1904,3.943877551,51,81,37,24,17,46,18,0,8,0,0,0,1,,4,,['PHRASE_REPETITION'],57,45.05859905
1362,4,111,538,3.963963964,14,17,5,8,3,14,4,0,2,0,0,1,1,,1,,['PEOPLE_VBZ'],19,25.84308323
1363,10,305,1535,4.144262295,29,63,20,11,9,31,9,0,15,1,0,3,5,,2,,"['TWITTER', 'THIS_NNS', 'PRP_JJ', 'HE_VERB_AGR', 'ITS_TO_IT_S']",38,34.4862787
1364,28,468,2202,3.814102564,56,87,27,14,22,52,26,2,10,0,0,0,0,,2,,[],49,31.11065034
1365,22,450,2162,3.966666667,69,85,20,14,17,34,22,0,14,0,0,4,5,,2,,"['NODT_DOZEN', 'TWITTER', 'NODT_DOZEN', 'NODT_DOZEN', 'IT_IS_JJ_TO_VBG']",62,31.39552575
1366,34,616,3022,4.056818182,61,110,43,25,34,59,31,2,26,0,0,1,3,,3,,"['A_NNS', 'A_INFINITIVE', 'SUPERLATIVE_THAN']",61,31.10659055
1367,20,379,1911,4.153034301,49,76,28,13,24,41,20,0,13,0,0,1,2,,3,,"['MUCH_COUNTABLE', 'THERE_VBP_NN']",49,16.86721718
1368,19,363,1840,4.195592287,42,72,20,10,18,33,19,0,9,0,0,0,0,,2,,[],34,24.10587505
1369,24,434,2059,3.887096774,61,90,22,8,11,53,23,1,21,0,0,3,2,,2,,"['A_NNS', 'NODT_DOZEN']",48,14.97537716
1370,30,533,2433,3.722326454,81,83,20,14,15,72,28,0,28,2,0,0,1,,2,,['HE_VERB_AGR'],62,13.02895625
1371,11,272,1348,4.040441176,43,46,14,8,12,35,11,0,6,0,0,1,1,,2,,['ONE_PLURAL'],31,16.03842359
1372,21,276,1279,3.760869565,41,49,14,9,14,34,15,3,10,2,0,1,1,,0,,['MD_BASEFORM'],33,13.47536901
1373,36,623,2905,3.776886035,96,93,40,36,35,94,35,0,16,1,0,0,3,,6,,"['WANT_TO_NN', 'WANT_TO_NN', 'PRP_MD_NN']",95,17.2564474
1374,19,444,2281,4.279279279,65,103,29,14,25,29,19,0,21,0,1,0,1,,0,,['WANT_TO_NN'],50,21.96425667
1375,31,578,2861,4.089965398,74,99,35,20,32,62,26,5,15,0,0,0,1,,4,,['NON3PRS_VERB'],62,27.00341818
1376,15,284,1379,3.964788732,45,49,21,14,7,41,15,0,4,0,0,1,0,,4,,[],22,14.38200746
1377,23,496,2380,3.963709677,55,96,27,20,20,35,18,3,26,2,0,1,1,,0,,['BELIVE_BELIEVE'],58,36.30925701
1378,24,499,2358,3.859719439,87,70,25,17,23,73,24,0,8,0,0,3,4,,2,,"['AFFECTS', 'PEOPLE_VBZ', 'DOUBLE_NEGATIVE', 'ITS_TO_IT_S']",61,22.83644434
1379,27,452,2178,3.980088496,72,63,28,11,34,58,26,0,20,1,0,1,5,,0,,"['A_NNS', 'PRP_VB', 'HE_VERB_AGR', 'THERE_S_MANY', 'PRONOUN_NOUN']",42,11.48213551
1380,25,541,2793,4.308687616,72,124,33,20,25,38,21,0,31,4,0,0,2,,1,,"['PEOPLE_VBZ', 'THE_THEY']",55,26.38436384
1381,24,375,1822,4.037333333,40,88,25,11,10,23,24,0,8,0,0,3,5,,2,,"['HE_VERB_AGR', 'THIS_NNS', 'HOUSE_COMPOUNDS', 'HOUSE_COMPOUNDS', 'DOOR_COMPOUNDS']",22,12.73281708
1382,18,315,1632,4.26031746,36,72,18,8,9,48,17,0,3,0,0,0,2,,0,,"['IT_IT', 'IT_VBZ']",38,21.61685751
1383,32,367,1817,4.068119891,56,83,15,5,16,49,32,0,4,0,0,1,3,,5,,"['MISSING_TO_BEFORE_A_VERB', 'TWITTER', 'LONG_COMPOUNDS']",35,19.76351643
1384,37,583,2866,4.054888508,72,127,23,19,15,69,32,2,12,3,0,0,1,,5,,['A_NNS'],58,9.107956878
1385,18,409,1867,3.701711491,51,83,20,17,11,40,17,1,14,0,0,2,5,,6,,"['ON_COMPOUNDS', 'THE_THEY', 'ON_COMPOUNDS', 'SOME_NN_VBP', 'LESS_COMPARATIVE']",41,25.36493685
1386,25,383,1887,4.041775457,57,77,14,15,20,43,25,0,14,0,0,1,1,,0,,['ITS_TO_IT_S'],35,9.412868316
1387,26,428,2056,3.927570093,53,74,23,18,21,46,24,1,6,1,0,4,2,,3,,"['THE_SENT_END', 'HAVE_TWITTER']",57,22.18207099
1388,29,728,3528,4.03021978,81,135,62,27,36,45,28,0,46,1,0,1,3,,1,,"['HE_VERB_AGR', 'MD_BASEFORM', 'MD_BASEFORM']",77,24.63864075
1389,23,276,1331,3.967391304,39,55,16,10,15,22,22,0,10,1,0,0,1,,0,,['AGREEMENT_SENT_START'],28,4.424021427
1390,25,446,2217,4.134529148,56,96,17,21,25,39,24,0,11,1,0,1,4,,3,,"['PRP_THE', 'EVER_DAY', 'BEEN_PART_AGREEMENT', 'THE_THEY']",59,18.68707432
1391,15,309,1568,4.223300971,40,69,13,8,9,18,14,1,13,0,0,3,1,,0,,['A_INFINITIVE'],29,8.936557351
1392,11,255,1109,3.443137255,42,43,12,9,14,37,11,0,9,0,0,0,1,,2,,['HE_VERB_AGR'],30,16.91980468
1393,37,509,2354,3.748526523,63,116,27,15,20,47,34,1,22,2,0,0,2,,2,,"['HARD_WORKING_COMPOUND', 'BEEN_PART_AGREEMENT']",54,32.43416876
1394,22,497,2354,3.873239437,63,81,30,12,27,81,21,0,29,1,0,0,3,,2,,"['BE_COME', 'MD_BASEFORM', 'PRP_MD_NN']",51,31.87121735
1395,25,463,2168,3.822894168,75,61,10,17,30,67,21,7,9,0,0,0,2,,2,,"['ITS_TO_IT_S', 'THERE_IS_A_LOT_OF']",59,14.54473127
1396,31,583,2704,3.768439108,78,95,44,8,35,66,30,0,26,1,0,0,3,,0,,"['THERE_RE_MANY', 'PRP_VB', 'PRP_VB']",60,37.73122064
1397,21,291,1435,4.034364261,38,53,26,16,18,26,16,2,5,3,0,0,1,,1,,['MOST_COMPARATIVE'],34,15.07767402
1398,30,415,1880,3.691566265,52,67,16,13,24,40,22,1,9,7,0,6,2,,0,,"['A_INFINITIVE', 'DT_PRP']",43,21.11368741
1399,34,573,2967,4.284467714,72,136,37,29,39,45,28,3,18,3,0,3,5,,4,,"['THE_SENT_END', 'MASS_AGREEMENT', 'MICROSOFT_PRODUCTS', 'ITS_TO_IT_S', 'THE_SENT_END']",74,22.71466978
1400,19,467,2179,3.839400428,68,80,13,12,10,59,18,0,7,1,3,0,0,,6,,[],33,20.98774526
1401,19,432,2306,4.388888889,67,100,34,9,17,37,16,2,6,0,0,1,5,,5,,"['A_NNS', 'THERE_RE_MANY', 'THE_PUNCT', 'ON_COMPOUNDS', 'ON_COMPOUNDS']",50,34.05211577
1402,29,366,1755,3.93442623,56,68,25,12,14,42,26,2,10,1,0,0,2,,1,,"['DT_PRP', 'PRP_MD_NN']",41,9.731562266
1403,29,382,1953,4.277486911,50,84,23,7,30,27,26,0,17,3,0,0,1,,0,,['ARE_WE_HAVE'],34,13.43809043
1404,19,377,1846,4,59,73,17,11,15,48,17,0,8,2,0,0,0,,3,,[],48,19.84188303
1405,13,270,1374,4.218518519,38,49,24,11,13,21,13,0,19,0,0,1,3,,1,,"['HOOD_COMPOUNDS', 'TWITTER', 'CYBER_COMPOUNDS']",28,13.59071967
1406,34,591,2786,3.834179357,78,106,27,20,24,73,31,1,13,2,0,1,6,,4,,"['PRP_VB', 'A_MUCH_NN1', 'THE_THEY', 'THIS_NNS', 'OVER_COMPOUNDS', 'THE_THEY']",63,16.97412653
1407,27,441,2176,4.049886621,69,67,14,19,17,66,26,0,9,1,0,1,4,,3,,"['HE_VERB_AGR', 'BEEN_PART_AGREEMENT', 'DT_PRP', 'THE_PUNCT']",59,14.49703544
1408,32,438,2022,3.760273973,58,73,35,12,23,48,31,0,19,1,0,0,2,,1,,"['HE_VERB_AGR', 'PRP_RB_NO_VB']",51,18.69574094
1409,17,295,1440,4.016949153,38,62,13,15,10,37,13,2,12,2,0,0,2,,0,,"['HAVE_TWITTER', 'THIS_MISSING_VERB']",32,7.79728796
1410,37,755,3786,4.2,88,160,35,12,41,73,30,4,48,3,0,1,1,,2,,['WOULD_NEVER_VBN'],58,24.78538994
1411,11,267,1316,4.033707865,35,63,14,11,11,26,11,0,12,0,2,1,4,,2,,"['AGREEMENT_SENT_START', 'HOUSE_COMPOUNDS', 'HOME_COMPOUNDS', 'MANY_NN']",37,20.38403542
1412,37,527,2654,4.24288425,69,88,25,16,29,39,28,5,20,6,0,0,2,,2,,"['NODT_DOZEN', 'HE_VERB_AGR']",45,15.58861531
1413,38,451,2020,3.611973392,62,67,25,6,22,74,28,8,1,2,0,0,3,,4,,"['MISSING_TO_BEFORE_A_VERB', 'PRP_MD_NN', 'ITS_TO_IT_S']",43,14.66521234
1414,18,471,2437,4.329087049,50,96,23,16,34,27,16,1,30,1,0,2,0,,0,,[],45,33.88871276
1415,18,392,1899,3.964285714,53,71,17,17,19,49,18,0,18,0,0,0,0,,0,,[],45,16.91453124
1416,12,220,1016,3.822727273,39,33,4,7,14,28,11,0,6,1,0,2,1,,1,,['PRP_HAVE_VB'],24,12.57617649
1417,48,660,3109,3.837878788,84,109,40,24,38,70,46,0,19,2,0,1,4,,5,,"['NODT_DOZEN', 'NODT_DOZEN', 'NODT_DOZEN', 'NODT_DOZEN']",81,27.90179636
1418,24,433,2062,3.856812933,65,87,22,16,27,50,21,3,10,1,0,0,1,,5,,['MUCH_COUNTABLE'],51,10.43116851
1419,29,501,2508,4.131736527,69,110,15,11,30,46,29,0,20,0,0,1,2,,0,,"['BELIVE_BELIEVE', 'WRITER_COMPOUNDS']",55,19.64398723
1420,17,285,1410,4.070175439,30,49,18,10,22,29,14,2,11,1,0,0,0,,0,,[],29,12.01784953
1421,9,393,1960,4.06870229,56,86,23,13,17,40,7,1,5,0,0,0,8,,2,,"['MISSING_TO_BEFORE_A_VERB', 'NNS_IN_NNP_VBZ', 'HAVE_PART_AGREEMENT', 'THE_THEY', 'PRP_REPITION', 'CAN_WHAT', 'WARE_COMPOUNDS', 'A_INFINITIVE']",50,29.05259641
1422,29,583,2891,4.113207547,70,122,36,28,20,52,28,0,36,1,0,1,0,,2,,[],82,38.94735556
1423,11,206,994,3.951456311,29,38,8,7,11,25,11,0,6,0,0,1,1,,0,,['THE_SENT_END'],17,8.784349249
1424,13,248,1161,3.786290323,35,38,10,8,10,37,13,0,2,0,0,1,6,,3,,"['A_NNS', 'MD_BASEFORM', 'MOST_COMPARATIVE', 'MOST_COMPARATIVE', 'PRP_VBG', 'MD_BASEFORM']",27,20.80699842
1425,16,276,1389,4.134057971,35,56,16,11,7,29,14,0,10,2,0,4,0,,1,,[],24,14.05865469
1426,8,157,894,4.78343949,19,43,18,3,5,6,8,0,5,0,0,0,1,,1,,['MD_ABLE'],11,6.876989078
1427,18,424,2082,4.002358491,61,82,20,19,14,43,17,1,5,0,0,0,4,,2,,"['PLURAL_VERB_AFTER_THIS', 'THE_SUPERLATIVE', 'THIS_NNS', 'IT_VBZ']",52,26.76070419
1428,15,478,2468,4.242677824,77,107,18,13,23,68,15,0,3,0,0,0,2,,3,,"['BUNCH_OF', 'PEOPLE_VBZ']",41,19.64735721
1429,31,476,2234,3.834033613,59,74,28,23,39,64,30,0,15,1,0,0,1,,4,,['PRONOUN_NOUN'],55,24.56735266
1430,26,489,2415,4.065439673,62,77,25,20,43,54,25,1,15,0,0,0,0,,0,,[],66,27.32574752
1431,23,435,2097,3.965517241,56,76,30,16,24,46,17,6,29,0,0,0,2,,1,,"['PRP_VBG', 'ON_SKYPE']",53,14.4927001
1432,12,293,1406,3.95221843,40,58,12,16,7,30,12,0,7,0,0,1,1,,1,,['HOME_COMPOUNDS'],20,13.77765908
1433,19,376,1853,4.031914894,58,70,22,8,17,40,19,0,9,0,0,0,4,,3,,"['AGREEMENT_SENT_START', 'AGREEMENT_SENT_START', 'HOME_COMPOUNDS', 'COMP_THAN']",43,27.19643009
1434,27,480,2328,3.964583333,85,85,20,22,18,74,26,0,12,0,0,1,4,,5,,"['THE_THEY', 'PREPOSITION_VERB', 'MD_BASEFORM', 'THE_THEY']",61,26.21656184
1435,32,618,3006,3.998381877,83,141,44,26,18,48,28,2,25,2,0,0,4,,4,,"['ITS_TO_IT_S', 'FURTHER_MORE_COMPOUND', 'PRP_JJ', 'IT_VBZ']",74,17.44270062
1436,16,294,1423,3.969387755,44,45,15,10,15,31,16,0,14,0,0,0,0,,0,,[],31,19.25677468
1437,8,206,948,3.694174757,43,28,5,5,8,34,7,0,1,1,0,2,2,,3,,"['PRP_VBG', 'DT_PRP']",28,19.17430267
1438,31,686,3711,4.55393586,73,162,64,27,32,29,31,0,46,0,0,2,0,,1,,[],78,30.02601802
1439,22,373,1894,4.217158177,49,87,20,17,19,26,22,0,14,0,0,0,0,,3,,[],42,14.48046726
1440,22,346,1740,4.10982659,51,70,13,15,19,51,22,0,3,0,0,2,1,,1,,['MICROSOFT_PRODUCTS'],53,21.30629005
1441,22,438,2235,4.189497717,55,87,27,22,29,51,22,0,10,0,0,0,1,,5,,['ARTICLE_ADJECTIVE_OF'],50,19.4345993
1442,23,600,3196,4.446666667,78,125,55,11,24,48,22,0,26,1,0,3,6,,2,,"['HAVE_PART_AGREEMENT', 'A_NNS', 'PEOPLE_VBZ', 'THE_SENT_END', 'THOUSANDS_OF_NN', 'MASS_AGREEMENT']",58,49.6560426
1443,19,358,1852,4.262569832,55,76,22,19,12,26,17,1,3,1,0,1,5,,0,,"['A_INFINITIVE', 'MANY_NN', 'THIS_NNS', 'ADVISE_VBG', 'IF_VB']",50,33.53524854
1444,26,440,2284,4.295454545,71,114,9,11,17,53,25,1,13,0,0,0,2,,1,,"['ADMIT_ENJOY_VB', 'LEARN_NNNNS_ON_DO']",40,20.57365605
1445,21,433,2189,4.177829099,37,91,39,17,22,33,21,0,17,0,0,2,1,,2,,['WIDE_COMPOUNDS'],53,29.84485671
1446,30,500,2376,3.894,76,77,23,21,20,81,27,0,22,3,0,0,0,,1,,[],52,20.66521919
1447,35,642,3264,4.27258567,78,115,37,15,33,60,32,2,34,1,0,1,0,,0,,[],57,23.45950719
1448,32,484,2325,3.929752066,70,103,29,19,23,46,31,0,14,1,0,1,2,,5,,"['HAVE_PART_AGREEMENT', 'A_GOOGLE']",59,31.74893593
1449,35,583,2987,4.269296741,55,122,43,15,40,37,32,2,19,1,9,0,1,,1,,['COMP_THAN'],68,30.68968708
1450,25,376,1749,3.784574468,59,64,14,10,11,58,22,0,13,3,0,0,0,,0,,[],46,10.45887227
1451,39,747,3509,3.850066934,106,115,21,34,39,110,35,0,24,4,0,2,4,,0,,"['IN_TO_VBD', 'RELATIVE_CLAUSE_AGREEMENT', 'HE_VERB_AGR', 'NNS_THAT_AGREEMENT']",82,19.75785243
1452,13,272,1292,3.904411765,41,56,6,7,8,33,13,0,17,0,0,3,0,,0,,[],24,18.42326522
1453,21,352,1917,4.571022727,52,78,22,12,16,33,21,0,9,0,0,3,2,,4,,"['TWITTER', 'A_NNS']",40,15.94513846
1454,21,388,1836,3.840206186,55,62,24,21,19,47,19,0,11,2,0,0,1,,2,,['ITS_TO_IT_S'],40,7.630678787
1455,24,474,2352,4.071729958,52,106,37,18,21,40,24,0,17,0,0,0,0,,2,,[],58,27.2768709
1456,13,222,1121,4.157657658,27,54,11,8,14,18,13,0,9,0,0,0,0,,0,,[],26,9.112237564
1457,11,138,719,4.355072464,18,30,9,5,7,10,11,0,4,0,0,0,0,,0,,[],16,9.853949598
1458,16,221,1007,3.683257919,33,30,16,11,11,36,16,0,4,0,0,1,1,,1,,['DT_DT'],25,12.72124471
1459,27,725,3390,3.944827586,65,90,23,19,29,40,11,12,23,4,1,2,0,,4,,[],63,42.04827293
1460,26,370,1779,3.997297297,35,60,26,17,14,46,25,0,20,1,0,0,0,,3,,[],44,12.52685125
1461,20,261,1231,3.858237548,38,49,13,13,3,30,19,0,6,1,0,2,0,,3,,[],33,10.53643025
1462,23,478,2444,4.257322176,54,124,38,23,22,27,21,0,25,2,0,0,3,,2,,"['A_NNS', 'DOWN_COMPOUNDS', 'HAVE_PART_AGREEMENT']",64,29.9972034
1463,30,377,1823,4.023872679,46,58,24,9,16,35,21,1,14,8,1,1,2,,2,,"['HARD_WORKING_COMPOUND', 'MAN_COMPOUNDS']",35,13.45451159
1464,32,559,2786,4.091234347,85,119,26,23,27,50,29,0,13,3,0,2,6,,4,,"['HAVE_PART_AGREEMENT', 'AND_END', 'MASS_AGREEMENT', 'SUPPOSE_TO', 'ADMIT_ENJOY_VB', 'MISSING_TO_BEFORE_A_VERB']",63,21.98424296
1465,23,463,2370,4.228941685,64,94,29,19,12,59,22,0,12,1,0,3,2,,0,,"['NODT_DOZEN', 'ARN_T']",40,25.61138555
1466,26,384,1836,3.8984375,57,65,22,9,24,55,23,1,2,2,0,2,2,,6,,"['ON_COMPOUNDS', 'IT_VBZ']",48,13.51365914
1467,12,296,1438,3.986486486,41,51,15,13,9,35,10,0,17,1,0,0,0,,0,,[],29,18.11176105
1468,8,218,989,3.623853211,38,38,13,10,10,21,8,0,2,0,0,2,5,,0,,"['NEWS_COMPOUNDS', 'CAUSE_BECAUSE', 'CAUSE_BECAUSE', 'CAUSE_BECAUSE', 'REPEATED_VERBS']",41,22.89228907
1469,4,94,480,4.20212766,12,23,6,2,3,10,4,0,4,0,0,0,1,,1,,['SUBJECT_VERB_AGREEMENT_PLURAL'],10,8.917119397
1470,17,381,1958,4.233595801,31,96,22,11,14,25,17,0,10,0,0,0,1,,0,,['DT_PRP'],41,21.60294126
1471,23,391,1989,4.191815857,54,76,24,21,14,54,23,0,6,0,0,0,1,,3,,['AGREEMENT_SENT_START'],46,8.725789002
1472,5,237,1098,3.670886076,37,40,13,19,14,32,5,0,2,0,0,0,2,,3,,"['NON3PRS_VERB', 'BEEN_PART_AGREEMENT']",50,60.17235183
1473,24,391,1919,4.028132992,54,78,17,17,24,36,22,0,16,2,0,3,0,,2,,[],52,28.54508125
1474,13,301,1449,3.900332226,49,41,10,9,25,52,13,0,3,0,0,0,1,,6,,['MANY_NN_U'],50,10.88771403
1475,20,450,2114,3.82,79,84,10,15,13,54,14,0,20,6,0,1,2,,1,,"['MD_BASEFORM', 'ALL_MOST_SOME_OF_NOUN']",54,26.88700185
1476,13,272,1257,3.724264706,38,49,11,6,10,38,12,0,8,0,0,0,3,,4,,"['WANT_TO_NN', 'TWITTER', 'ARE_WE_HAVE']",30,23.01667406
1477,10,238,1165,3.991596639,40,42,19,15,3,33,9,0,6,0,0,1,0,,0,,[],28,16.02861093
1478,8,143,696,3.972027972,16,31,12,4,6,13,8,0,4,0,0,0,0,,1,,[],15,9.958878866
1479,22,438,2126,3.97260274,71,93,11,20,19,53,19,2,5,1,0,2,4,,6,,"['PRP_THE', 'A_INFINITIVE', 'ITS_TO_IT_S', 'NEWS_COMPOUNDS']",60,18.31439376
1480,12,340,1664,3.997058824,46,68,18,18,15,29,12,0,7,0,0,4,0,,3,,[],56,31.52378324
1481,27,369,1636,3.590785908,39,53,25,15,28,49,23,0,19,4,0,0,1,,3,,['THE_BEST_WAY'],44,17.56768413
1482,20,370,1660,3.621621622,49,56,24,16,17,50,19,0,10,1,0,2,0,,1,,[],41,22.74904876
1483,14,404,2156,4.388613861,53,95,19,24,23,34,14,0,4,0,0,1,3,,2,,"['TWITTER', 'HE_VERB_AGR', 'ANYMORE_ADVERB']",65,28.42827833
1484,32,516,2458,3.86627907,75,74,24,16,26,83,28,3,2,2,0,2,4,,2,,"['THIS_NNS', 'AGREEMENT_SENT_START', 'USE_TO_VERB', 'PRP_VB']",58,29.93313367
1485,9,192,903,3.927083333,31,37,12,6,4,14,9,0,8,0,0,0,1,,0,,['PEOPLE_VBZ'],13,6.350621471
1486,34,750,3903,4.421333333,83,136,45,17,27,44,13,21,48,0,0,7,0,,1,,[],64,16.47567267
1487,8,159,799,4.088050314,22,37,7,6,5,16,8,0,1,0,0,0,2,,1,,"['NEWS_COMPOUNDS', 'DOOR_COMPOUNDS']",20,8.943494282
1488,24,499,2439,4.002004008,58,94,36,20,21,45,24,0,21,0,0,0,3,,3,,"['A_GOOGLE', 'ON_SKYPE', 'MD_BASEFORM']",60,37.29814096
1489,23,508,2558,4.145669291,69,103,25,21,30,62,23,0,27,0,0,0,1,,2,,['PRP_JJ'],60,22.67932765
1490,8,335,1709,4.16119403,48,63,24,21,25,34,8,0,10,0,0,0,0,,1,,[],44,45.03696102
1491,8,144,693,3.9375,23,23,6,10,7,26,8,0,2,0,0,1,0,,0,,[],18,8.99881872
1492,18,434,2062,3.889400922,47,79,28,20,25,43,16,0,16,2,0,0,0,,2,,[],46,19.88607341
1493,14,459,2275,4.010893246,58,93,35,27,36,47,14,0,5,0,0,1,6,,7,,"['MANY_NN', 'IT_IT', 'FURTHER_MORE_COMPOUND', 'HOME_COMPOUNDS', 'MOST_COMPARATIVE', 'UNDER_COMPOUNDS']",68,50.97572656
1494,22,489,2300,3.891615542,59,87,34,17,25,45,18,0,29,4,0,0,3,,0,,"['CA_BRAND_NEW', 'HE_VERB_AGR', 'ITS_TO_IT_S']",58,24.78960099
1495,20,409,2043,4.097799511,60,89,27,15,14,55,18,1,19,1,0,3,0,,0,,[],46,25.81426619
1496,29,361,1618,3.667590028,44,74,18,15,11,46,18,16,21,2,0,0,1,,3,,['A_INFINITIVE'],29,5.306381728
1497,43,576,2731,3.883680556,85,96,42,21,25,71,37,1,13,5,0,0,1,,0,,['AFFECTS'],59,28.47345855
1498,25,444,2057,3.772522523,66,83,28,17,11,63,25,0,16,0,0,3,1,,4,,['TWITTER'],37,12.85007385
1499,19,363,1779,4.005509642,54,54,25,24,17,49,19,0,7,0,0,0,2,,5,,"['HAVE_PART_AGREEMENT', 'MD_BASEFORM']",55,15.23221866
1500,24,457,2280,4.096280088,65,95,23,16,27,47,21,3,8,0,0,2,0,,2,,[],52,21.27772837
1501,16,291,1407,3.95532646,39,51,23,14,19,27,14,2,5,0,0,0,1,,1,,['COMP_THAN'],36,24.36268899
1502,14,263,1243,3.859315589,29,56,18,6,9,26,13,0,4,0,0,2,5,,1,,"['HE_VERB_AGR', 'FEWER_LESS', 'A_INFINITIVE', 'PRP_JJ', 'IF_YOU_ANY']",19,14.60615803
